,repo,developer_random_id,commit,addition,deletion,days_since_last_commit,days_first_to_last_commit,files,commit_messages_length,days_worked,files_blamed,issues,pulls_created,merges,repo_developer_count,repo_language_count,repo_ruby_used,repo_c_used,repo_cpp_used,repo_cs_used,repo_java_used,repo_js_used,repo_python_used,repo_html_used,repo_php_used,repo_others_used,author
81,capistrano/capistrano,capistrano_50,-0.220904666,-0.220066265,-0.220066265,1.927284885,-0.527793367,-0.40298312,-0.22371627,-0.254851288,-0.243327505,-0.225484009,-0.464103606,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
82,capistrano/capistrano,capistrano_6,-0.229054307,-0.222296838,-0.222296838,-1.137202655,0.536843892,-0.40298312,-0.248571649,-0.276115745,-0.243327505,-0.225484009,-0.035700277,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
83,capistrano/capistrano,capistrano_53,-0.220904666,-0.212259261,-0.212259261,-0.591089533,-0.485126607,-0.360188452,-0.237750988,-0.254851288,-0.243327505,-0.225484009,-0.249901942,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
84,capistrano/capistrano,capistrano_39,-0.229054307,-0.222296838,-0.222296838,0.789270015,-0.546079122,-0.381585786,-0.237965259,-0.297380201,-0.243327505,-0.225484009,-0.035700277,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
85,capistrano/capistrano,capistrano_10,-0.229054307,-0.218950979,-0.218950979,0.029848905,1.030559263,-0.360188452,-0.228965897,-0.254851288,-0.243327505,-0.225484009,-0.142801109,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
86,capistrano/capistrano,capistrano_59,-0.229054307,-0.18549239,-0.18549239,-1.026639875,-0.192554536,0.196142227,-0.243107751,-0.254851288,-0.243327505,-0.225484009,-0.142801109,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
87,capistrano/capistrano,capistrano_44,-0.229054307,-0.202221684,-0.202221684,-0.290671476,-0.160046528,-0.017831112,-0.237429583,-0.276115745,-0.243327505,-0.225484009,-0.357002774,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
88,capistrano/capistrano,capistrano_30,-0.229054307,-0.221181552,-0.221181552,-0.669265235,-0.546079122,-0.381585786,-0.24267921,-0.297380201,-0.243327505,-0.225484009,-0.357002774,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
89,capistrano/capistrano,capistrano_14,-0.229054307,-0.222296838,-0.222296838,-0.444789289,-0.546079122,-0.40298312,-0.240000829,-0.297380201,-0.243327505,-0.225484009,-0.464103606,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
90,capistrano/capistrano,capistrano_62,-0.229054307,-0.213374547,-0.213374547,0.355953264,-0.446523348,-0.295996451,-0.234751201,-0.254851288,-0.243327505,-0.225484009,-0.464103606,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
